RID,|PROBLEM (given value || received value)|
47223,|city doesn't match: manhattan || new york|
47226,|city doesn't match: manhattan || new york|
47229,zipcode couldn't be parsed: B16 8LU
47232,|state doesn't match: baden-württemberg || la|
47232,|state doesn't match: baden-württemberg || la|
47235,zipcode couldn't be parsed: CT13 9EF
47236,zipcode couldn't be parsed: V8W 1W5
47238,zipcode couldn't be parsed: SE1 7TN
47239,zipcode couldn't be parsed: V8W 1W5
47241,zipcode couldn't be parsed: SW1V 3LX
47244,zipcode couldn't be parsed: RG7 5RT
47247,zipcode couldn't be parsed: NG5 6JN
47250,zipcode couldn't be parsed: TD12 4UH
47251,zipcode couldn't be parsed: M5H 2A5
47253,|city doesn't match: manhattan || new york|
47256,|city doesn't match: manhattan || new york|
47259,|city doesn't match: manhattan || new york|
47262,|city doesn't match: manhattan || new york|
47265,|city doesn't match: manhattan || new york|
47266,zipcode couldn't be parsed: H3G2B6
47268,|city doesn't match: manhattan || new york|
47269,zipcode couldn't be parsed: H3B4X4
47271,could not match zipcode: 00185
47274,|city doesn't match: manhattan || new york|
47277,|city doesn't match: manhattan || new york|
47280,|city doesn't match: manhattan || new york|
47283,|state doesn't match: baden-württemberg || la|
47283,|state doesn't match: baden-württemberg || la|
47286,zipcode couldn't be parsed: G2 3HW
47289,could not match zipcode: 06000
47292,|state doesn't match:  || nj|
47292,|state doesn't match:  || nj|
47293,zipcode couldn't be parsed: M5J 1E3
47295,zipcode couldn't be parsed: CF11 9NR
47296,zipcode couldn't be parsed: M5J 1E3
47298,zipcode couldn't be parsed: HA3 5AA
47299,zipcode couldn't be parsed: M5J 1E3
47301,|state doesn't match: italy || ia|
47301,|state doesn't match: italy || ia|
47302,could not match zipcode: 77500
47304,|city doesn't match: manhattan || new york|
47307,could not match zipcode: 1060-250
47308,zipcode couldn't be parsed: EC1R 4QE
47310,could not match zipcode: 1069-250
47311,zipcode couldn't be parsed: SW3 5UZ
47313,zipcode couldn't be parsed: WC1X 8LT
47314,zipcode couldn't be parsed: W11 4LW
47316,zipcode couldn't be parsed: LE4 6AS
47317,zipcode couldn't be parsed: WV1 1TU
47319,zipcode couldn't be parsed: W1K 2AL
47320,zipcode couldn't be parsed: EC1V 9HL
47322,zipcode couldn't be parsed: HA3 9QX
47323,zipcode couldn't be parsed: SW5 0LA
47325,zipcode couldn't be parsed: LS8 2EJ
47326,zipcode couldn't be parsed: W2 2TH
47328,|state doesn't match:  || ny|
47328,|state doesn't match:  || ny|
47329,zipcode couldn't be parsed: W1S 2YF
47331,|state doesn't match:  || co|
47331,|state doesn't match:  || co|
47332,zipcode couldn't be parsed: E14 9RU
47334,|state doesn't match:  || co|
47334,|state doesn't match:  || co|
47335,zipcode couldn't be parsed: NR33 0BZ
47337,|state doesn't match:  || nc|
47337,|state doesn't match:  || nc|
47340,|state doesn't match:  || nj|
47340,|state doesn't match:  || nj|
47341,could not match zipcode: 01000
47343,could not match zipcode: 10827
47346,zipcode couldn't be parsed: NN14 2UG
47347,could not match zipcode: 22014
47349,could not match zipcode: 70173
47352,zipcode couldn't be parsed: SW11 5QL
47355,zipcode couldn't be parsed: SP2 7RP
47356,|state doesn't match: chh || ga|
47356,|state doesn't match: chh || ga|
47358,could not match zipcode: 1010
47361,zipcode couldn't be parsed: W1W 5PS
47364,could not match zipcode: 75008
47367,could not match zipcode: 00186
47370,|state doesn't match:  || ny|
47370,|state doesn't match:  || ny|
47373,could not match zipcode: 00153
47376,could not match zipcode: 62100
47377,zipcode couldn't be parsed: H2X1V5
47379,|state doesn't match:  || co|
47379,|state doesn't match:  || co|
47382,could not match zipcode: 80078
47385,|state doesn't match:  || ny|
47385,|state doesn't match:  || ny|
47388,zipcode couldn't be parsed: ST7 2HA
47391,|state doesn't match:  || nj|
47391,|state doesn't match:  || nj|
47394,zipcode couldn't be parsed: CW11 1HG
47395,zipcode couldn't be parsed: M4S 2H3
47397,zipcode couldn't be parsed: B27 6QT
47400,|state doesn't match: baden-württemberg || la|
47400,|state doesn't match: baden-württemberg || la|
47403,could not match zipcode: 38000
47406,could not match zipcode: 60350
47409,could not match zipcode: 80074
47410,zipcode couldn't be parsed: M5G 1R3
47412,could not match zipcode: 59140
47415,could not match zipcode: 70327
47418,zipcode couldn't be parsed: EX4 4HY
47421,could not match zipcode: 80077
47424,|state doesn't match:  || co|
47424,|state doesn't match:  || co|
47427,could not match zipcode: 06000
47430,could not match zipcode: 80064
47433,zipcode couldn't be parsed: W2 4UW
47434,zipcode couldn't be parsed: EC1M 4AN
47436,zipcode couldn't be parsed: SP1 2SD
47437,zipcode couldn't be parsed: nw1 5ra
47439,zipcode couldn't be parsed: B3 3NY
47442,zipcode couldn't be parsed: B91 3GS
47445,could not match zipcode: 10825
47448,could not match zipcode: 10435
47449,zipcode couldn't be parsed: H2T 2K1
47451,zipcode couldn't be parsed: BS1 3BZ
47454,|state doesn't match:  || co|
47454,|state doesn't match:  || co|
47457,could not match zipcode: 13006
47458,zipcode couldn't be parsed: H2Y1T4
47460,|state doesn't match:  || va|
47460,|state doesn't match:  || va|
47463,zipcode couldn't be parsed: TW9 3NG
47466,could not match zipcode: 14800
47469,zipcode couldn't be parsed: SW4 7UL
47472,|state doesn't match:  || ct|
47472,|state doesn't match:  || ct|
47475,zipcode couldn't be parsed: B1 3HE
47478,could not match zipcode: 00187
47481,|state doesn't match:  || ny|
47481,|state doesn't match:  || ny|
47482,zipcode couldn't be parsed: CT5 3LU
47484,|state doesn't match:  || co|
47484,|state doesn't match:  || co|
47485,zipcode couldn't be parsed: G1 1EX
47487,|state doesn't match:  || co|
47487,|state doesn't match:  || co|
47488,zipcode couldn't be parsed: SS9 2UH
47490,|state doesn't match:  || ny|
47490,|state doesn't match:  || ny|
47491,zipcode couldn't be parsed: TN2 5TA
47493,|state doesn't match:  || ny|
47493,|state doesn't match:  || ny|
47496,|state doesn't match:  || ut|
47496,|state doesn't match:  || ut|
47499,zipcode couldn't be parsed: SW1V 1DE
47502,could not match zipcode: 80073
47503,zipcode couldn't be parsed: LD8 2EG
47505,could not match zipcode: 69004
47506,zipcode couldn't be parsed: E17QR
47508,could not match zipcode: 75008
47509,zipcode couldn't be parsed: CT5 1AQ
47511,could not match zipcode: 62100
47512,zipcode couldn't be parsed: SL7 1BA
47514,could not match zipcode: 1010
47515,zipcode couldn't be parsed: G44 4EF
47517,zipcode couldn't be parsed: Ll20 8EU
47518,zipcode couldn't be parsed: HG11DD
47520,could not match zipcode: 28005
47523,zipcode couldn't be parsed: EC1R 0DR
47524,|state doesn't match: cdmx || ny|
47524,|state doesn't match: cdmx || ny|
47526,could not match zipcode: 62100
47527,|city doesn't match: baltimore || dundalk|
47529,zipcode couldn't be parsed: NE1 6AQ
47532,zipcode couldn't be parsed: WC2E 8RA
47533,|state doesn't match: mor || il|
47533,|state doesn't match: mor || il|
47535,zipcode couldn't be parsed: SN14 8HG
47538,|state doesn't match: baden-württemberg || ok|
47538,|state doesn't match: baden-württemberg || ok|
47541,could not match zipcode: 00186
47544,could not match zipcode: 80335
47547,could not match zipcode: 13001
47550,|state doesn't match:  || va|
47550,|state doesn't match:  || va|
47551,zipcode couldn't be parsed: H2X2T6
47553,zipcode couldn't be parsed: EX14 9BD
47556,could not match zipcode: 62100
47559,could not match zipcode: 75008
47562,could not match zipcode: 28014
47565,zipcode couldn't be parsed: SW6 5UA
47568,zipcode couldn't be parsed: BN1 1NA
47571,zipcode couldn't be parsed: W12 8AA
47574,could not match zipcode: 59000
47575,|city doesn't match: avon-by-the-sea || avon by the sea|
47577,|state doesn't match:  || va|
47577,|state doesn't match:  || va|
47580,could not match zipcode: 33000
47583,zipcode couldn't be parsed: W1D 4PW
47586,zipcode couldn't be parsed: CT20 1RL
47589,zipcode couldn't be parsed: HA0 2LW
47592,|state doesn't match: steglitz || ny|
47592,|state doesn't match: steglitz || ny|
47593,zipcode couldn't be parsed: SE1 7PB
47595,zipcode couldn't be parsed: WC1A 2EP
47598,|state doesn't match:  || nc|
47598,|state doesn't match:  || nc|
47601,could not match zipcode: 06000
47604,could not match zipcode: 62100
47607,zipcode couldn't be parsed: W9 1LU
47610,|state doesn't match:  || va|
47610,|state doesn't match:  || va|
47613,zipcode couldn't be parsed: CV37 7SR
47619,could not match zipcode: 13002
47622,could not match zipcode: 62152
47623,zipcode couldn't be parsed: SY1 2BX
47626,could not match zipcode: 82467
47628,zipcode couldn't be parsed: EC4V 6AA
47629,zipcode couldn't be parsed: W1D4DQ
47631,could not match zipcode: 10785
47634,zipcode couldn't be parsed: N19 3PH
47637,could not match zipcode: 80073
47640,zipcode couldn't be parsed: BD3 8LF
47641,zipcode couldn't be parsed: EC1N 8SJ
47644,zipcode couldn't be parsed: EC1N 8SJ
47646,zipcode couldn't be parsed: M1 5QS
47649,|state doesn't match: niedersachsen || ga|
47649,|state doesn't match: niedersachsen || ga|
47652,|state doesn't match:  || ny|
47652,|state doesn't match:  || ny|
47655,zipcode couldn't be parsed: KT1 4DG
47658,could not match zipcode: 10245
47661,zipcode couldn't be parsed: SW17 0BL
47664,zipcode couldn't be parsed: SW1V 4QQ
47667,zipcode couldn't be parsed: EN5 5SN
47668,zipcode couldn't be parsed: SK10 5PW
47670,could not match zipcode: 20123
47673,|state doesn't match:  || tx|
47673,|state doesn't match:  || tx|
47674,zipcode couldn't be parsed: M4M 1G9
47676,could not match zipcode: 60313
47677,zipcode couldn't be parsed: SW5 0BA
47679,zipcode couldn't be parsed: N8 8PT
47682,could not match zipcode: 60329
47683,zipcode couldn't be parsed: NG13 0BW
47685,zipcode couldn't be parsed: L1 4DQ
47688,zipcode couldn't be parsed: RG6 1LH
47691,zipcode couldn't be parsed: W1B 4EZ
47694,zipcode couldn't be parsed: W6 9PH
47697,|state doesn't match:  || nc|
47697,|state doesn't match:  || nc|
47700,zipcode couldn't be parsed: HA2 7SA
47703,could not match zipcode: 00184
47704,zipcode couldn't be parsed: L9G 3J4
47706,zipcode couldn't be parsed: CB25 9AF
47709,zipcode couldn't be parsed: N12 8LT
47712,zipcode couldn't be parsed: BS1 1JH
47715,could not match zipcode: 20123
47716,|city doesn't match: castle pines || castle rock|
47718,zipcode couldn't be parsed: BN3 2PG
47719,|state doesn't match: ver || ap|
47719,|state doesn't match: ver || ap|
47721,zipcode couldn't be parsed: SL4 6AA
47722,|state doesn't match: ver || ca|
47722,|state doesn't match: ver || ca|
47723,could not match zipcode: 4217
47724,|state doesn't match:  || tx|
47724,|state doesn't match:  || tx|
47725,could not match zipcode: 22010
47727,zipcode couldn't be parsed: G12 8AW
47728,|state doesn't match: bcn || md|
47728,|state doesn't match: bcn || md|
47730,|state doesn't match: hesse || mo|
47730,|state doesn't match: hesse || mo|
47733,|state doesn't match:  || co|
47733,|state doesn't match:  || co|
47736,zipcode couldn't be parsed: N1 9PZ
47739,zipcode couldn't be parsed: BN1 1NF
47742,|state doesn't match:  || tx|
47742,|state doesn't match:  || tx|
47745,could not match zipcode: 20099
47748,|state doesn't match:  || co|
47748,|state doesn't match:  || co|
47749,zipcode couldn't be parsed: T2P 1K3
47751,could not match zipcode: 10781
47754,could not match zipcode: 10825
47755,zipcode couldn't be parsed: EC4N 8AD
47757,|state doesn't match:  || va|
47757,|state doesn't match:  || va|
47758,zipcode couldn't be parsed: M4W 1A9
47760,zipcode couldn't be parsed: AB11 6HD
47763,zipcode couldn't be parsed: GU14 6TH
47766,zipcode couldn't be parsed: SW18 4SU
47769,zipcode couldn't be parsed: SW7 4RB
47772,zipcode couldn't be parsed: EC3A 3DH
47775,|state doesn't match: baden-württemberg || ne|
47775,|state doesn't match: baden-württemberg || ne|
47778,could not match zipcode: 80077
47781,|state doesn't match: baden-württemberg || ne|
47781,|state doesn't match: baden-württemberg || ne|
47784,|state doesn't match:  || tx|
47784,|state doesn't match:  || tx|
47787,could not match zipcode: 60329
47790,|state doesn't match:  || tx|
47790,|state doesn't match:  || tx|
47793,|state doesn't match:  || tx|
47793,|state doesn't match:  || tx|
47796,|state doesn't match:  || tx|
47796,|state doesn't match:  || tx|
47798,could not match zipcode: 4227
47799,|state doesn't match:  || va|
47799,|state doesn't match:  || va|
47805,could not match zipcode: 00191
47808,|state doesn't match:  || ga|
47808,|state doesn't match:  || ga|
47811,|state doesn't match:  || il|
47811,|state doesn't match:  || il|
47814,zipcode couldn't be parsed: EN4 0PY
47817,zipcode couldn't be parsed: AL10 9NG
47820,could not match zipcode: 62200
47823,zipcode couldn't be parsed: L1 0AJ
47826,zipcode couldn't be parsed: SE5 0EE
47829,zipcode couldn't be parsed: NW1 7AN
47832,zipcode couldn't be parsed: EC2R 8EJ
47835,zipcode couldn't be parsed: W1W 5PJ
47838,could not match zipcode: 59500
47841,zipcode couldn't be parsed: G2 2RU
47844,|state doesn't match: bavaria || ca|
47844,|state doesn't match: bavaria || ca|
47847,could not match zipcode: 80000
47848,could not match zipcode: 10000
47850,zipcode couldn't be parsed: HA9 7HQ
47853,zipcode couldn't be parsed: N1 9DT
47854,zipcode couldn't be parsed: W1D 4SD
47856,|state doesn't match:  || dc|
47856,|state doesn't match:  || dc|
47859,|state doesn't match:  || tx|
47859,|state doesn't match:  || tx|
47860,|city doesn't match: woodside || redwood city|
47862,zipcode couldn't be parsed: DA1 1HP
47865,zipcode couldn't be parsed: EC2R 7LL
47868,zipcode couldn't be parsed: BR7 6AN 
47871,could not match zipcode: 00187
47872,could not match zipcode: 10000
47874,zipcode couldn't be parsed: NW6 1LT
47877,zipcode couldn't be parsed: NN2 7SL 
47880,zipcode couldn't be parsed: N19 3TD
47883,zipcode couldn't be parsed: N1 9EZ
47886,zipcode couldn't be parsed: B67 5BT
47889,zipcode couldn't be parsed: E16 3BY
47890,zipcode couldn't be parsed: V3W 2N7
47892,zipcode couldn't be parsed: SW18 1SL
47895,zipcode couldn't be parsed: W1J 7NB
47896,|city doesn't match: coral gables || miami|
47898,zipcode couldn't be parsed: SW6 5SJ
47901,zipcode couldn't be parsed: GL8 8DD
47904,could not match zipcode: 80339
47907,could not match zipcode: 81925
47908,zipcode couldn't be parsed: V6G 1H7
47910,could not match zipcode: 33000
47911,zipcode couldn't be parsed: WS13 8PY
47913,could not match zipcode: 81925
47916,zipcode couldn't be parsed: EC2A 3HZ
47917,|city doesn't match: addison || dallas|
47919,zipcode couldn't be parsed: GL4 8DE
47922,zipcode couldn't be parsed: JE3 6AJ
47925,zipcode couldn't be parsed: W1U 6BF
47928,zipcode couldn't be parsed: L1 1RH
47931,could not match zipcode: 85445
47932,zipcode couldn't be parsed: CM6 3DG
47934,zipcode couldn't be parsed: B12 8DN
47937,could not match zipcode: 66000
47940,|state doesn't match:  || md|
47940,|state doesn't match:  || md|
47943,zipcode couldn't be parsed: BN1 1GE
47946,could not match zipcode: 1000
47949,could not match zipcode: 00186
47952,zipcode couldn't be parsed: G20 9DG
47955,could not match zipcode: 28003
47958,zipcode couldn't be parsed: RG21 7BB
47961,zipcode couldn't be parsed: NW9 0BH
47964,|state doesn't match:  || nj|
47964,|state doesn't match:  || nj|
47967,zipcode couldn't be parsed: E9 7AB
47970,could not match zipcode: 40474
47973,zipcode couldn't be parsed: B17 9NS
47976,could not match zipcode: 40474
47979,|state doesn't match:  || nc|
47979,|state doesn't match:  || nc|
